‘Real Housewives’ husband Giudice loses immigration appeal,"FILE - In this Nov. 20, 2013, file photo, Giuseppe ""Joe"" Giudice, left, and his wife, Teresa Giudice, of Montville Township, N.J., walk out of Martin Luther King Jr. Courthouse after a court appearance, in Newark, N.J. On Thursday, April 18, 2019, attorneys for Joe Giudice said that their client has lost his appeal to avoid deportation to Italy. (AP Photo/Julio Cortez, File)

NEWARK, N.J. (AP) — “Real Housewives of New Jersey” husband Joe Giudice has lost his appeal to avoid deportation to Italy.

His attorneys said Thursday they are “extremely disappointed” by the Board of Immigration’s decision and have appealed to the federal circuit court in Philadelphia.

Giudice and his wife, Teresa, pleaded guilty in 2014 to financial fraud. Giudice is an Italian citizen who was brought to the U.S. as a baby and says he wasn’t aware he wasn’t an American citizen.

Teresa Giudice served nearly a year in prison and was freed in December 2015. Joe Giudice was released from prison last month and was sent to an Immigration and Customs Enforcement detention facility in southeast Pennsylvania.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Woman gets jail for running over son in school parking lot,"GRAND RAPIDS, Mich. (AP) — A woman who pleaded guilty to reckless driving for running over her 9-year-old son while dropping him off at school in Michigan has been ordered to serve 30 days in jail.

Thirty-six-year-old Tiffany Kosakowski told Kent County Circuit Court in Grand Rapids that she must “live with this for the rest of my life.”

Judge Curt Benson sentenced her Thursday to 6 months in jail, with all but 30 days suspended. He called her actions “simply inexcusable.”

Kosakowski’s son hung from the passenger-side front door for nearly 50 yards (48 meters) in December at Chandler Woods Charter Academy’s parking lot in Belmont before he lost his grip and was run over. Authorities say he didn’t want to stay at school.

The boy survived but suffered traumatic injury to his brain.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Arraignment set for man charged after missing child hoax,"CINCINNATI (AP) — A 23-year-old man accused of impersonating a long-missing child is scheduled for arraignment in federal court.

Brian Michael Rini of Medina, Ohio, will go before Magistrate Karen Litkovitz in a Friday afternoon hearing in Cincinnati. He was indicted this week of two counts of lying to federal agents and one count of aggravated identity theft.

He had been arrested earlier on a single false statement count after DNA testing proved he wasn’t Timmothy Pitzen, who disappeared in 2011 at age 6. A message seeking comment was left Thursday with his federal public defender.

The federal magistrate last week cited Rini’s lack of a permanent address, past mental health issues and “a lengthy criminal history” that goes back to age 13 as she ordered him held without bond.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Columbine focuses on healing as questions loom after manhunt,"LITTLETON, Colo. (AP) — A Colorado community changed forever by the attack that killed 13 people at Columbine High School moved ahead Thursday with ceremonies marking the anniversary of the tragedy while awaiting more details on what led a Florida teen “infatuated” with the shooting to buy a shotgun and kill herself in the snowy foothills nearby.

Many questions remained unanswered about 18-year-old Sol Pais, but a friend disputed the contention by authorities that she posed a threat.

Adrianna Pete painted a complex picture of Pais, saying she was deeply troubled, lonely and often talked about suicide but was also brilliant, kind and a talented artist who loved to draw.

Pete, 19, a college student in Carleton, Michigan, said she met Pais online two years ago through a mutual friend and quickly developed a friendship involving near-daily communication. They met in person twice, once when Pete traveled to Florida and once when Pais went to Michigan.

Pete faulted authorities for overreacting in portraying Pais as a threat based on her activities before her death.

“She never threatened anyone,” Pete said. “There are no credible threats and only assumptions that she was just because the word Columbine was included.”

Pete said Pais had a weird obsession with the Columbine killers but that didn’t mean she was planning an attack. The killers were “someone she could relate to” because they were lonely, not because of their violence, Pete said.

“She would say I hate life, life sucks and that she was very alone,” Pete said. “Then she told me she had it figured out with her parents before so I assumed like she was doing OK … She actually posted about it a lot, wanting to die.”

Two teenagers attacked Columbine on April 20, 1999, killing 12 classmates and a teacher before taking their own lives. They have inspired cult-like admirers, some of whom committed other mass shootings.

The days surrounding the April 20 anniversary of the attack are always emotional for school alumni, their families and the suburban community of Littleton surrounding Columbine. Some survivors describe the experience as an “April fog.”

The manhunt for Pais and the resulting closure of schools added a new layer of anxiety, former Columbine principal Frank DeAngelis said Wednesday after the FBI declared the danger was over.

A religious service Thursday night will begin three days of commemorative events themed “Remember. Reflect. Recommit” leading to a day of community service projects and a ceremony Saturday at a park near the school.

Pais’ body was discovered Wednesday in the mountains outside Denver with what appeared to be a self-inflicted gunshot wound.

Colorado authorities learned about Pais on Tuesday from an alarmed Miami FBI office that had interviewed people about her obsession with the Columbine shooting.

Dozens of schools, including Columbine, locked their doors for several hours on Tuesday and even more closed altogether on Wednesday.

More than 400,000 students returned to Denver-area schools Thursday, with visible police presence outside buildings.

FBI officials declined Wednesday to discuss Pais’ mental health or detail the comments she made indicating an “infatuation” with the Columbine shooting. An FBI spokeswoman did not immediately respond to a request Thursday for more information on Pais’ background or her Columbine-related comments that sparked a rapid law enforcement response.

Officials at her Florida school district said they had no record of Pais being contacted by law enforcement or disciplined in school.

Her family has not spoken publicly but worked with authorities this week.

Pete described Pais as caring and thoughtful, someone who helped with her Spanish homework and sent her a pair of earrings when she was having boyfriend troubles.

When they got together in Miami last summer, they went swimming at the beach, walked the boardwalk and played with stray cats. Almost daily, Pais walked to a store and bought a coffee energy drink. She was obsessed with them, Pete said.

“I believe she was just very mentally ill and had no one but me to confide in and a few people on the internet,” Pete said.

FBI officials said Wednesday they were reviewing all of Pais’ activity in recent weeks, including her social media accounts and other online writing. They confirmed that online material includes a blog featuring hand-written journal entries about the author’s unhappiness and desire to die along with sketches of guns or knives.

Pais did not make threats against a specific school but her history and purchase of a weapon immediately after arriving in Colorado merited a broad response, officials said.

Pais arrived Monday and went directly to a gun store, where she bought a shotgun, authorities said. The purchase apparently followed the legal process, officials said.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Former Vice President Joe Biden is expected to announce he’s running for president next week,"WASHINGTON (AP) — Former Vice President Joe Biden is expected to announce he’s running for president next week.

That’s according to three people with knowledge of Biden’s plans.

Biden will enter the race as a Democratic front-runner, although the 76-year-old faces questions about his age and whether his more moderate record fits with a party that has become more liberal.

The announcement is expected as early as Wednesday and would cap months of deliberation over his political future.

The people with knowledge of Biden’s plans insisted on anonymity because they were not authorized to speak publicly.

The Atlantic first reported Biden’s decision.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Trump – Boston News, Weather, Sports","WASHINGTON (AP) — Amid growing concern about the risks of Google and other U.S. companies doing business in China, President Donald Trump said Wednesday thatRead More"
Mueller reveals Trump’s attempts to choke off Russia probe,"WASHINGTON (AP) — Public at last, special counsel Robert Mueller’s report revealed to a waiting nation Thursday that President Donald Trump tried to seize control of the Russia probe and force Mueller’s removal to stop him from investigating potential obstruction of justice by the president. Trump was largely thwarted by those around him who refused to go along.

Mueller laid out multiple episodes in which Trump directed others to influence or curtail the Russia investigation after the special counsel’s appointment in May 2017. Those efforts “were mostly unsuccessful, but that is largely because the persons who surrounded the President declined to carry out orders or accede to his requests,” Mueller wrote.

After nearly two years, the two-volume, 448-page redacted report made for riveting reading.

In one particularly dramatic moment, Mueller reported that Trump was so agitated at the special counsel’s appointment on May 17, 2017, that he slumped back in his chair and declared: “Oh my God. This is terrible. This is the end of my presidency. I’m f—ed.”

With that, Trump set out to save himself.

In June of that year, Mueller wrote, Trump directed White House Counsel Don McGahn to call Deputy Attorney General Rod Rosenstein, who oversaw the probe, and say that Mueller must be ousted because he had conflicts of interest. McGahn refused — deciding he would sooner resign than trigger a potential crisis akin to the Saturday Night Massacre of firings during the Watergate era.

Two days later, the president made another attempt to alter the course of the investigation, meeting with former campaign manager Corey Lewandowski and dictating a message for him to relay to then-Attorney General Jeff Sessions. The message: Sessions would publicly call the investigation “very unfair” to the president, declare Trump did nothing wrong and say Mueller should limit his probe to “investigating election meddling for future elections.” The message was never delivered.

The report’s bottom line largely tracked the findings revealed in Attorney General William Barr’s four-page memo released a month ago — no collusion with Russia but no clear verdict on obstruction — but it added new layers of detail about Trump’s efforts to thwart the investigation. Looking ahead, both sides were already using the findings to amplify well-rehearsed arguments about Trump’s conduct, Republicans casting him as a victim of harassment and Democrats depicting the president as stepping far over the line to derail the investigation.

The Justice Department released its redacted version of the report about 90 minutes after Barr offered his own final assessment of the findings at a testy news conference. The nation, Congress and Trump’s White House consumed it voraciously — online, via a compact disc delivered to legislators and in loose-leaf binders distributed to reporters.

The release represented a moment of closure nearly two years in the making but also the starting bell for a new round of partisan warfare.

A defiant Trump pronounced it “a good day” and tweeted “Game Over” in a typeface mimicking the “Game of Thrones” logo. By late afternoon, he was airborne for his Mar-a-Lago private club in Florida with wife Melania for the holiday weekend.

Top Republicans in Congress saw vindication, too.

House Minority Leader Kevin McCarthy said it was time to move on from Democrats’ effort to “vilify a political opponent.” The California lawmaker said the report failed to deliver the “imaginary evidence” incriminating Trump that Democrats had sought.

Trump campaign manager Brad Parscale said Republicans should turn the tables and “investigate the liars who instigated this sham investigation.”

But Democrats cried foul over Barr’s preemptive press conference and said the report revealed troubling details about Trump’s conduct in the White House.

In a joint statement, House Speaker Nancy Pelosi and Senate Democratic leader Chuck Schumer wrote that “one thing is clear: Attorney General Barr presented a conclusion that the president did not obstruct justice while Mueller’s report appears to undercut that finding.”

House Judiciary Chairman Jerrold Nadler added that the report “outlines disturbing evidence that President Trump engaged in obstruction of justice and other misconduct.” He sent a letter to the Justice Department requesting that Mueller himself testify before his panel “no later than May 23” and said he’d be issuing a subpoena for the full special counsel report and the underlying materials.

Signaling battles ahead, Nadler earlier called the investigation “incredibly thorough” work that would preserve evidence for future probes.

Barr said he wouldn’t object to Mueller testifying.

Trump himself was never questioned in person, but the report’s appendix includes 12 pages of his written responses to queries from Mueller’s team.

Mueller deemed Trump’s written answers — rife with iterations of “I don’t recall” — to be “inadequate.” He considered issuing a subpoena to force the president to appear in person but decided against it after weighing the likelihood of a long legal battle.

In his written answers, Trump said his comment during a 2016 political rally asking Russian hackers to help find emails scrubbed from Hillary Clinton’s private server was made “in jest and sarcastically” and said he did not recall being told during the campaign of any Russian effort to infiltrate or hack computer systems.

But Mueller said that within five hours of Trump’s comment, Russian military intelligence officers were targeting email accounts connected to Clinton’s office.

Mueller evaluated 10 episodes for possible obstruction of justice, and said he could not conclusively determine that Trump had committed criminal obstruction. The episodes included Trump’s firing of FBI Director James Comey, the president’s directive to subordinates to have Mueller fired and efforts to encourage witnesses not to cooperate.

Sessions was so affected by Trump’s frequent criticism of him for recusing himself from the investigation that he kept a resignation letter “with him in his pocket every time he went to the White House,” Mueller said.

The president’s lawyers have said Trump’s conduct fell within his constitutional powers, but Mueller’s team deemed the episodes deserving of scrutiny for potential criminal acts.

As for the question of whether the Trump campaign had colluded with Russia during the 2016 presidential campaign, Mueller wrote that the campaign “expected it would benefit electorally from information stolen and released through Russian efforts.”

But Mueller said investigators concluded, “While the investigation identified numerous links between individuals with ties to the Russian government and individuals associated with the Trump Campaign, the evidence was not sufficient to support criminal charges.”

Workers at a Russian troll farm contacted Trump’s campaign, claiming to be political activists for conservative grassroots organizations, and asked for signs and other campaign materials to use at rallies. While volunteers provided some of those materials — and set aside a number of signs — investigators don’t believe any Trump campaign officials knew the requests were coming from foreign nationals, Mueller wrote.

Mueller wrote that investigators “did not establish that members of the Trump campaign conspired or coordinated with the Russian government in its election interference activities.”

Josh Blackman, a professor at the South Texas College of Law Houston, stressed that Mueller didn’t think the president’s obligations to run the executive branch entitled him to absolute immunity from prosecution. But to find that the president obstructed justice, he said, Mueller would have needed much clearer evidence that the president acted solely with “corrupt intent.”

“The evidence was sort of muddled,” Blackman said, adding that the president’s actions had multiple motivations.

The report laid out some of Mueller’s reasoning for drawing no conclusion on the question of obstruction.

Mueller wrote that he would have exonerated Trump if he could, but he wasn’t able to do that given the evidence he uncovered. And he said the Justice Department’s standing opinion that a sitting president couldn’t be indicted meant he also couldn’t recommend Trump be criminally charged, even in secret.

Trump’s written responses addressed no questions about obstruction of justice, as was part of an agreement with Trump’s legal team.

He told Mueller he had “no recollection” of learning in advance about the much-scrutinized Trump Tower meeting between campaign officials and a Russian lawyer. He also said he had no recollection of knowledge about emails setting up the meeting that promised dirt on Clinton’s Democratic campaign.

He broadly denied knowing of any foreign government trying to help his campaign, including the Russian government. He said he was aware of some reports that Russian President Vladimir Putin had made “complimentary statements” about him.

It wasn’t just Trump under the microscope. But Mueller wrote that he believed prosecutors would be unlikely to meet the burden of proof to show that Donald Trump Jr. and other participants in the Trump Tower meeting “had general knowledge that their conduct was unlawful.” Nor did Mueller’s probe develop evidence that they knew that foreign contributions to campaigns were illegal or other particulars of federal law.

Barr’s contention that the report contained only “limited redactions” applied more to the obstruction of justice section than its look at Russian election meddling. Overall, about 40 percent of the pages contained at least something that was blocked out, mostly to protect ongoing investigations. Barr had said that he would redact grand jury information and material related to investigations, privacy and intelligence.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
President who cried wolf? Real border alarms now seem hollow,"WASHINGTON (AP) — When President Donald Trump insisted last year that America’s southern border was in crisis, his warnings landed with a thud.

Making unverified claims about “unknown Middle Easterners” and prayer rugs found by ranchers, Trump drew eye rolls from Democrats and many others, who derided his tactics as little more than an election-year stunt .

Now, six months later, Trump’s new cries of alarm are again being met with skepticism, though the situation at the border has indeed deteriorated. Lawmakers of both parties agree there is a genuine humanitarian emergency, with federal authorities and nonprofits unable to cope with the tens of thousands of Central American families seeking refuge in the U.S.

It’s a classic case of the boy who cried wolf.

No wonder the public is skeptical, says Rep. Pete Aguilar, D-Calif. “There’s a humanitarian crisis and I think that there are steps we can take to help. Unfortunately the president has never been an honest broker about any of these solutions. He plays fast and loose with the facts.”

Trump and members of his administration have spent years blaming Democrats for failing to work with them to close what they describe as “loopholes” that encourage migrants to make the dangerous trek to the U.S. and that restrict the government’s ability to remove them once they arrive.

“Democrats in Congress must return from their Vacations and change the Immigration Laws, or the Border, despite the great job being done by Border Patrol, will only get worse,” Trump tweeted again on Wednesday.

But Democratic lawmakers and immigration activists say that, after years of incendiary comments and false starts, there is little appetite for cooperation with Trump on an issue that has vexed lawmakers for decades. The president, they say, has not only squandered potential goodwill, but also failed to demonstrate that he is genuinely interested in potential solutions.

Many also accuse the president of simply stoking the issue for his political benefit to energize his base and boost turnout ahead of his 2020 re-election race.

Democrats note, in particular, the president’s threat to send migrants immigration-friendly “sanctuary cities” in an effort to punish political foes as the starkest example of why they don’t trust the administration.

“The problem is he has made it political. He’s made it all about political revenge,” said Rep. Nanette Barragan, D-Calif., who sits on the Homeland Security committee. She said that Democrats would be happy to work with the White House to address the problem, but not under the current circumstances.

“If he’s truly interested in the southern border right now and what has been happening, then these policies need to change, this rhetoric has to change,” she said.

Aguilar, the congressman from California, said that if the White House were really serious, it would propose legislative language on potential changes it wants for Congress to review and debate.

There does appear at least to be discussion underway.

Last Wednesday, acting White House chief of staff Mick Mulvaney and acting Homeland Security Secretary Kevin McAleenan met with several Democratic senators to discuss border security, said an aide to No. 2 Senate Democratic leader Dick Durbin of Illinois. The aide, who spoke on condition of anonymity to describe a closed door meeting, said the talks were in early stages.

Other senators in the one-hour session included California’s Dianne Feinstein, in whose office the session was held, Jon Tester of Montana and Kyrsten Sinema of Arizona.

For the most part, critics say, Trump has instead pushed ideas that have made things worse. Those include cutting off aid money to the Central American countries that migrants are fleeing; limiting asylum claims at legal ports of entry, which encourages migrants to cross illegally elsewhere, and threatening to completely close southern border crossings, which could have the same affect.

“The problem is we’re dealing with an administration that doesn’t want a solution,” said Rep. Ruben Gallego, D-Ariz. He argued the administration could be doing far more to address the immediate crisis including incentivizing people to apply for asylum in their home countries so they don’t make the journey north, dedicating more resources to border facilities to process new arrivals and hiring more immigration judges to clear the backlog of asylum cases.

Some have also called for mobilizing FEMA and the Red Cross to help provide housing and health care as the government would in a natural disaster.

“Solutions aren’t really that hard,” Gallego said.

Meanwhile, Trump continues to portray asylum-seekers as dangerous figures trying to game the U.S. immigration system.

“You look at some of these people; you want protection from them. And they’re saying, ‘We need protection from our country,” Trump said this week. “It’s a big con job. That’s what it is.”

“Trump’s rhetoric poisons the well for any deal making,” said Frank Sharry, the executive director of America’s Voice, a liberal immigration reform group, which soured on working with Trump after he backed out of a bipartisan 2018 congressional deal that would have provided legal protection for hundreds of thousands of “dreamer” immigrants brought to the country as children and now here illegally.

“He’s leveraging chaos for political advantage,” Sharry said.

Indeed, Sharry said he has a difficult time using the word “crisis” to describe the current situation because it has become so politically charged.

“Here is an asylum emergency at the border,” he said instead.

The White House didn’t respond to requests for comment Wednesday. But in Africa, Ivanka Trump, the president’s daughter and senior adviser told the AP that “there is no one solution to solving this problem.”

“We have a humanitarian crisis at our southern border of epic proportion,” she said. “Ultimately it’s going to have to be done in Congress to change the laws that enable us to maintain secure borders and ensure that there’s adequate humanitarian assistance and relief for those who are struggling and seeking legitimate asylum in our country.”

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
‘A good day’: Trump claims victory with Mueller report out,"WASHINGTON (AP) — Before the world glimpsed the redacted version of the special counsel’s report, President Donald Trump tried once more to frame the moment as a political victory.

The 448-page report does include an account of how the president attempted to seize control of the investigation into Russian interference in the 2016 U.S. election and force out Robert Mueller from leading the inquiry. But that didn’t stop Trump from taking a public victory lap Thursday, declaring at a White House event that he was having “a good day.”

“It was called no collusion, no obstruction. There never was, by the way, and there never will be,” Trump said at a gathering of wounded veterans. “This should never happen to another president again, this hoax.”

Twelve times Trump took to Twitter in the hours before Attorney General William Barr outlined the findings of the report. The president proclaimed his innocence and insisted that the investigation was politically motivated. As soon as Barr concluded his remarks, and more than an hour before Mueller’s report was released, Trump tweeted a taunt over an image inspired by the HBO show “Game of Thrones.”

“No Collusion. No Obstruction,” it said. “For the haters and the radical left Democrats — Game Over.”

It is true that Mueller did not charge that Trump’s campaign colluded with Russia. And Barr and Deputy Attorney General Rod Rosenstein, in the attorney general’s four-page summary of the Mueller report that was released last month, declined to charge obstruction of justice.

But the two-volume does recount how Trump repeatedly sought to take control of an investigation that has hovered over the first two years of his presidency.

Mueller reported that Trump had been agitated at the investigation from the start. Trump reacted to Mueller’s appointment by saying it was the “end of his presidency.”

The report said that in June 2017, Trump directed White House counsel Don McGahn to call Rosenstein, who oversaw the investigation, and say that Mueller must be ousted because Mueller had conflicts of interest. McGahn refused, deciding he would rather resign than trigger what he regarded as a potential repeat of the Saturday Night Massacre firings from Watergate. During that crisis, President Richard Nixon first ordered his attorney general, and then the deputy, to fire the Watergate special prosecutor; they refused and quit on a weekend, but did not derail the independent investigation or Nixon’s collapse for long.

As for the question of whether Trump’s campaign had colluded with Russia during the 2016 presidential race, Mueller wrote: “While the investigation identified numerous links between individuals with ties to the Russian government and individuals associated with the Trump Campaign, the evidence was not sufficient to support criminal charges.”

At Justice Department headquarters, reporters buzzed around, hearing from Barr and awaiting the Mueller report. A few blocks away, there was calm on one of the defining days of Trump’s presidency

The news media were led into the White House East Room, just before the report came out, for Trump’s appearance with wounded warriors. While newsrooms across the country digested the report, the White House guests, already seated while waiting for the president to arrive, were entertained by the U.S. Marine Band. Among the selections played: “Somewhere Over the Rainbow.”

Democrats criticized Barr for a news conference they said amounted to an attempt to frame the findings before the report was released. But it appeared to be the latest move by Trump and his allies to try and shape the narrative surrounding the investigation — featuring his incessant tweeting of “No Collusion” and his attacks on the credibility of the investigators in hopes of undermining their findings.

The White House seized upon Barr’s four-page summary last month as vindication and played down the contents of the report itself.

“Knockout,” read a text message from Rudy Giuliani, one of the president’s attorneys, to reporters after Barr finished speaking.

A further statement from Giuliani and Trump’s lawyers said “the report itself is nothing more than an attempt to rehash old allegations” and insisted that “the results of the investigation are a total victory for the president.”

Trump’s re-election campaign manager, Brad Parscale, said, “Now the tables have turned, and it’s time to investigate the liars who instigated this sham investigation into President Trump, motivated by political retribution and based on no evidence whatsoever.”

The president and his allies have portrayed House Democrats’ investigations as partisan overreach. They have targeted news outlets and individual reporters they say have promoted the collusion story. The president seethed at a recent political rally that the whole thing was an attempt “to tear up the fabric of our great democracy.”

He has told confidants in recent days that he was certain the full report would back up his claims of vindication but was also convinced that the media would manipulate the findings in an effort to damage him.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Red Sox place Dustin Pedroia on injured list,"BOSTON (WHDH) - The Boston Red Sox will place second baseman Dustin Pedroia on the 10-day injured list, the team announced Thursday night.

Pedroia, 35, began the season on the injured list with left knee inflammation.

After returning from an injury rehab assignment with Single-A Greenville and reinstated from the injured list on April 9, he appeared in six games with Boston.

Pedroia made four starts at second base and two as a designated hitter, going 2-for-20 (.100) with a walk, an RBI, and a run scored.

The three-time World Series champion and four-time Rawlings Gold Glove Award winner appeared in only three major league games in 2018 due to a pair of stints on the disabled list.

To fill Pedroia’s spot on the active 25-man roster, the club will recall right-handed pitcher Marcus Walden from Triple-A Pawtucket prior to Friday’s game against the Tampa Bay Rays.

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Gronkowski dents Lombardi Trophy by using it as bat during Red Sox home opener,"New England Patriots' Julian Edelman (11) and Rob Gronkowski (87) lift Super Bowl trophies between Danny Etling, left, and Deatrich Wise, right, before the home opener baseball game between the Red Sox and the Toronto Blue Jays, Tuesday, April 9, 2019, in Boston. (AP Photo/Charles Krupa)

BOSTON (WHDH) - Former New England Patriots tight end Rob Gronkowski made sure to leave one last mark on the organization as he entered retirement.

During the Boston Red Sox home opener at Fenway Park, Gronkowski decided to use the Patriots’ sixth Lombardi Trophy as a baseball bat.

In video released by the Patriots on Twitter, Gronkowski is seen using the trophy to bunt a baseball thrown by wide receiver Julian Edelman as they practiced their first pitches for the game.

Gronkowski’s teammates, including cornerback Jascon McCourty and defensive back Duron Harmon, watched this unfold and didn’t think he would actually swing the trophy.

“We’re thinking, ‘He’s not going to swing the bat. He’s not going to do it,'” Harmon recalled.

The hit left the football part of the Lombardi Trophy dented.

McCourty referred to the dent as “Gronkowski’s parting gift.”

“He has now left an everlasting mark so people will never forget that he was a part of that championship team,” Harmon added.

Several players attended the home opener on April 9 to celebrate their Super Bowll LIII victory against the Los Angeles Rams.

.@RobGronkowski left a mark on this organization. And on the sixth Lombardi. pic.twitter.com/t5IVTyCXcA — New England Patriots (@Patriots) April 17, 2019

(Copyright (c) 2019 Sunbeam Television. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
Judge bars release of Kraft massage videos before hearing,"FORT LAUDERDALE, Fla. (AP) — Prosecutors can’t release undercover video of New England Patriots owner Robert Kraft and others allegedly receiving sex acts at a Florida massage parlor until a Florida judge rules later this month.

Circuit Judge Joseph Marx on Wednesday barred the release of any video from the Orchids of Asia Day Spa before an April 29 hearing where he will hear from all parties, the Palm Beach Post reported.

Palm Beach County prosecutors had filed a notice in a related case saying they believe the videos are public records under Florida law and plan to release pixilated versions — a move Kraft’s attorneys quickly moved to block, accusing prosecutors of apparent “gross prosecutorial misconduct.”

Kraft was charged in February with two misdemeanor counts of soliciting prostitution for allegedly paying for sex at the Orchids of Asia Day Spa in Jupiter, Florida. He has pleaded not guilty. Twenty-four other alleged Orchids of Asia customers were similarly charged.

Palm Beach State Attorney David Aronberg wrote to the court in the related case that there is no legal basis to block the videos’ release. The Associated Press and numerous other media outlets have requested the videos.

“Absent a Court order, the State will be releasing the requested public records” after they are pixilated, Aronberg wrote. His spokesman, Mike Edmondson, said the release is not imminent as the office is processing numerous public records requests from the case.

Defense attorney Jack Goldberger quickly sent a letter to the judge overseeing Kraft’s case, writing that prosecutors are trying to “evade judicial review and end run” around a promise he says they made to await a court ruling on whether the videos are a public record.

“The State’s bad faith attempt to circumvent judicial review by simply releasing the Videos” before the judge rules “is an affront to justice and grossly unethical,” Goldberger wrote.

David S. Weinstein, a defense attorney and former prosecutor who is not involved in the case, said “there is still no guarantee that the tapes will be released.” Prosecutors “are simply stating that they are complying with their duties under the public records laws and they won’t be withholding the tapes,” he said. Even if the trial judge orders the videos’ release, Kraft’s attorneys could appeal, he said.

Kraft, 77, is accused of paying for sex acts at the spa twice in January. While fighting the charges, he recently issued an apology saying he had disappointed his family, friends, co-workers, fans “and many others who rightfully hold me to a higher standard.”

Kraft said he has “extraordinary respect for women,” adding that his morals were shaped by his late wife, who died in 2011.

According to police records, Kraft, who is worth $6 billion, was chauffeured to the Orchids of Asia spa on the evening of Jan. 19, where officers secretly recorded him engaging in a sex act and then handing over an undetermined amount of cash.

Investigators said Kraft returned 17 hours later and was again videotaped engaging in sex acts before paying with a $100 bill and another bill, police said.

Hours later, he was in Kansas City for the AFC Championship game, where his Patriots defeated the Chiefs. His team then won the Super Bowl in Atlanta, the Patriots’ sixth NFL championship under his ownership.

Goldberger has previously accused Jupiter police of having “deliberately misrepresented” facts used to get a judge to approve the warrant allowing the cameras’ secret installation. Officers used an undisclosed ruse to gain access to the spa days before Kraft’s visits.

Jupiter was part of a multicounty investigation of massage parlor prostitution and possible human trafficking that resulted with the arrests of about 300 men and the closure of 10 spas. The spa owners have been charged with felonies. Prosecutors have conceded they found no evidence of human trafficking at the Jupiter spa.

Goldberger also said officers did not exhaust less-invasive means of investigating the spa, and Florida law says audio surveillance such as wiretaps should only be used for serious felonies such as murder or kidnapping and does not list prostitution.

Prosecutors have offered to drop the charges if Kraft enters a diversion program for first-time offenders, as some others charged have. That would include an admission he would be found guilty if the case went to trial, a $5,000 fine, 100 hours of community service and attendance in a class on the dangers of prostitution and its connection to human trafficking. He would also have to make a court appearance and be tested for sexually transmitted diseases.

Prosecutors have said the fine and community service are required by law and are not negotiable.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
"Pastrnak scores twice, Bruins beat Maple Leafs to tie series","TORONTO (AP) — David Pastrnak scored twice in quick succession, Brad Marchand had a goal and two assists and the Boston Bruins held off the Toronto Maple Leafs 6-4 on Wednesday night to tie the first-round series 2-2.

Charlie McAvoy had a goal and an assist, Zdeno Chara and Joakim Nordstrom also scored and Tuukka Rask made 38 saves.

Auston Matthews scored twice for Toronto. Zach Hyman and Travis Dermott also scored and Frederik Andersen stopped 25 shots.

Game 5 is Friday night in Boston.

After the Maple Leafs overcame a 2-0 deficit to tie it early in the second period, Pastrnak put Boston back in front at 3:16 when he redirected a pass from Marchand on a 2-on-1. The Bruins then got a power play when Matthews went off for roughing, and Marchand whipped a backhand pass to a wide-open Pastrnak, who snapped the puck short-side on Andersen for his second goal in 1:35.

Chara made it 5-2 at 5:39 of the third. At 42 years, 30 days, the Boston captain became the second-oldest player in NHL history to score a playoff goal. Chris Chelios holds the record at 45 years, 86 days.

Matthews scored on the power play with 8:08 left, and Dermott made it 5-4 through traffic with 6:33 remaining. Nordstrom scored into an empty net with two seconds to go.

NOTES: Boston was 2 for 2 on the power play. Toronto went 1 for 3. … Boston: 2-2; Toronto: 1-3. … Canadian hip hop artist Drake and Toronto Raptors coach Nick Nurse attended the game.

(Copyright (c) 2019 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed.)"
